title,author,date,link,bbs_content
[心得] 楊柏因,ostracize, 4/23,https://www.ptt.cc/bbs/Education/M.1682226135.A.C26.html,"楊柏因談及首開數理資優生跳級升學先例，曾在訪談中提及:「自己在求學過程中，屬於
在社會行為適應和與同學相處困難的人，且因體能不如同班同學，而感到挫 折。」楊柏
因專注組合學、密碼學研究，少有社交活動，而在民國70年代扮演尋找台灣頂尖數理資優
的楊維哲10餘年來少談資優教育，他常說到小孩正常快樂成 長最重要。

除了楊柏因外，當時台南一中學生于如岡、武陵高中楊金龍、建中單中傑，陸續成為國人
期待「新星」，于如岡目前是美國普渡大學教授、楊金龍為台灣清華大學教學，單中傑則
在哈佛大學從事博士後研究。
話說Mike老師國中時，被一位就讀和平國中的國小同班同學帶到國內第一位資優跳級生楊
柏因同學家中玩，前往楊宅的途中這位小學同學一路如數家珍簡介楊柏因同學的豐功偉業
，讓Mike老師感覺有點像要去朝聖渾身不自在，按電鈴進了楊家之後更不自在，因為真像
進了開封府，在客廳經過楊柏因父母交叉審訊嚴查身份確定不是閒雜人等之後，才讓楊柏
因出來三人在院子裡商量要到哪裡玩，Mike老師見楊柏因悶頭悶腦半天扯不出個屁來就知
道絕對不會有什麼好康的，於是堅決先行告退免得浪費寶貴時間。後來楊柏因同學被專家
判定是數理天才跳讀進了師大附中，高二再跳讀台大物理系，22歲就拿到美國麻省理工學
院(MIT)應用數學博士，Mike老師22歲才從大學數學系混畢業，一轉眼20多年過去Mike老
師都已經退休快10年了，楊柏因同學並沒有因為提前出發而提前抵達終點，目前還在中央
研究院資訊所擔任研究員。Mike老師因為見到楊同學保送台大，所以決定不讀台大，因為
他進了MIT，所以不讀MIT，而且研究所就是不讀數理，深怕讀書讀到最後跟他一樣不就毀
啦~~~
--
話若欲講透機，目屎是掰袂離。
Oe7 na7-beh kong2 thau3-ki, bak8-sai2 si7 poe2-be7-li7.

--"
[問題] distance 路徑長,ostracize, 4/22,https://www.ptt.cc/bbs/Education/M.1682130800.A.C08.html,"以前的自然課本: displacement位移；distance距離。
現在的自然課本: displacement位移；distance路徑長。
日本:変位（へんい、英語: displacement）；距離（きょり、distance）。

請問台灣的自然課本何時開始把distance改譯成""路徑長""?

--
單眼皮: 目睭單絢(toaN-sun5)。 雙眼皮: 目睭重絢(teng5-sun5)。
1931 年 熊谷良正 《臺灣語之研究》single/double eyelid

--"
[心得] 葉公好龍的反政確,youtien, 5/22,https://www.ptt.cc/bbs/Education/M.1684736757.A.292.html,"葉公好龍的反政確

　　從英語世界到中文世界，近年一股風潮是用嘲諷嘻笑的態度來「反政治正確」，其基
礎是，人們心底認為「政治正確」主張者是在向社會勒索過份的權利。何謂「過份」當然
可待商榷，但就算有客觀標準，我主觀感覺厭惡它，那麼反政確就有市場，而且對叛逆期
的青少年會很有吸引力，因為這種解構、拆台感覺起來比繃著臉要這要那的所謂人權鬥士
好玩多了。

　　這回台大經濟系兩個糊塗蛋鬧出的好大事體，其背景就是這樣。80-90年代叛逆期青
少年高材生的風潮是反國民黨，00-10年代，也是我讀大學研究所的年代，風尚是「轉型
正義」和各種社會運動、多元主義、後現代思想，靶子還在所謂「舊勢力」之上。轉捩點
應該是太陽花，那之後，「舊勢力」在思想戰線上是幾乎完全銷聲了，多元主義的「政治
正確」貌似勝利了，然而一旦落到實處來看，不少運動家在民進黨時期拿了錢佔了位子就
不鬥了，鬥也只繼續打國民黨落水狗。於是「台灣價值」被玩成貶義詞，「政治正確」也
是從這幾年開始得到一個諷刺性更強的縮寫「政確」。

　　如果說「反政確」有什麼正當性，那麼，「政確」是偽善，反對偽善，理當是不錯的
，可是你應該提出一個「真善」的標準去蓋他牌，那才是負責任的言論。而負責任的言論
對小朋友來說，或許太難（然而不是做不到，看看70到00年代的學生刊物與網路文章！）
，但主要是太無趣，所以在這個年頭，他們大概更傾向於「|魏貉魆蛑錊　　然而他們可能不明白，你只破不立，只出鬼牌的話，那是在否定整個文明世界的根基
，讓你從小到大沒怎麼被毆打、凌辱、欺騙過，可以嘻嘻哈哈到十八歲成年的一切。如果
世界翻轉成了歧視公行的社會，會怎樣？很多漫畫、小說、遊戲都推演過，就是強權壓倒
一切的混沌狀態，在那裡，偽善也不會完全消失，而是會變成比現代更加噁心下作的形態
，仍然有人可以找到方法來綁票勒索、狐假虎威。當然，漫畫的主視角，通常是放在一群
強者身上讓你容易代入容易爽，如《海虎》，不知道學弟你們兩個有沒有看過，沒看過的
話，我想鬧出這件事情以前的你們應該會喜歡，特別是「地獄演講」那一段。然而如果你
們穿越到那個世界裡面去，要嘛作為螻蟻茍活，要嘛只會被轟殺至渣。或者你們會傾向成
為這種強權的布道使徒？那就太有趣了。

　　大陸地區的輿論，對歐美的「政確」亦持嘲諷態度，你隨便就可以找到一大堆反政確
的論說文，除了拆解說美國的政確是為了選票結果玩火自焚搞到失控的把戲，立論上也講
了「爭取權益不能過份」這種大體上合乎直覺的中庸態度，當然，如何算是過份呢？答：
當你有劍指公權力、有了集結群眾能量的態勢，貌似可以被用來動搖體制正當性的時候，
就過份了。

　　「反政確」的根基有二：一是「權責應該相符」、「不能只要福利不付出」，女權在
大陸被貶為「女拳」就是因為總有一些人和言論可以被裝到這個「佔便宜」的框裡，然後
就可以方便地一竿子打翻所有情況。當然這不是不能破，本來女性主義、多元主義就是要
指出社會框架各種不公平，再說，你能反對弱者耍「政確」，但強者每天都在依託整個體
制盤剝人民，你就反對不了，相反還要擁護它，要藉「鐵拳」來砸「女拳」，這就算不上
什麼光彩的事。所以這一項根基是不太牢靠的，可以用文明的思辯來駁斥。

　　但在根基一底下，「反政確」還有第二條更深層的根基：「世界的本質是殘酷的」、
「文明是脆弱的假合」。人類從來沒有、今後也不會真正走出弱肉強食，所謂的文明價值
、人權思想，只能活在相對安全的泡泡裡，而它就應該要對「建立泡泡」、「維護泡泡」
這種攸關國家安全的事情有益，國家社會才有理由去支持它的存在。實現公平的前提是強
權，而歐美「政確」所謂的公平卻都在顛覆每個國家的強權，包括歐美自己在內。

　　對於這一條根基，我們沒有辦法用文明的思辯來駁斥，因為人家根本不把文明視為當
然的前提，文明只不過是脆弱的、假合的泡泡，現在很多人就是過太爽，太傻太天真，在
泡泡裡長大還總嫌它不是你喜歡的形狀。這邏輯繼續發展下去就是：泡泡外面才是真實的
宇宙，你在外面絕對活不下去，所以還是回來擁護強權，才是唯一生路。

　　如果說「反政確」有什麼中共認知作戰的成份，那就是它可以很容易地引向這樣國家
主義、威權主義的結論。那麼，民主社會能怎麼反制這種思想呢？只有一種辦法，就是我
們真的把人權、公平、法治什麼的高調給它落實，讓社會上各種人群磨合出一系列互相認
為恰當的分際，而不是拿它來黨同伐異、你侵我奪。我們沒做到，或者也不想做，又或者
更樂意笑罵那些人都在做假的，這樣下來，就不要怪下一代反而成為客觀上支持了強權的
混沌樂子人。

　　我可以跟其他校友一樣罵這兩位學弟，但是大學生對校園公職選舉玩鬧看待，政見上
寫這種鬼話，也不是第一樁了。這一切的背景，是所謂民主、人權、多元已差不多在後冷
戰的這三十年裡耗盡了光環。一代人有一代人的事，我們這兩三代都沒把我們的事做好，
今後到你們這一代，你們這一代的事會是什麼呢？現在你們兩位被金融界學長姐揚言封殺
了，或許你們反而可以走一條路，把混沌樂子人路線進行到底，就是去學《國敗論》那樣
，去研究各種體制和系統是如何被人玩爛、玩死。這案例多得數不完，學成後不做學者也
能做媒體，或許這也是將來世界真正會歡迎的學問，屆時你們就真的可以站在活著的強者
一邊公行鄙視了。

--"
[研習] 2023年暑假課程設計技術研習營,annechu, 6/01,https://www.ptt.cc/bbs/Education/M.1685590789.A.64F.html,"2023年暑假課程設計技術研習營


教育部委請國立清華大學辦理「素養教育課程設計及發展計畫」

訂於112年7至8月辦理「2023年暑假課程設計技術研習營」


說明：

一、依據國立清華大學112年4月27日清教育字第1129003176號函辦理。

二、旨揭研習營係建構教師S2素養教育課程設計的系統思維，培育教師具備素養教育課程
    設計與實踐能力，相關資訊如下（詳附件實施計畫）：

(一)參加對象：全國高級中等以下學校教師、師資培育之大學教授與師資生及教育主管行
    政機關人員等。

(二)辦理梯次時間及方式，分3梯次辦理如下：

１、第1梯次：112年7月17日(星期一)-7月21日(星期五) ，上午9時-下午5時30分，
    地點：國立清華大學南大校區N102教室。

２、第2梯次：112年7月31日(星期一)-8月4日(星期五) ，上午9時-下午5時30分，
    GoogleMeet線上研習。

３、第3梯次：112年8月14日(星期一)-8月18日(星期五) ，上午9時-下午5時30分，
    GoogleMeet線上研習。

(三)報名資訊：即日起至112年6月12日下午5時截止，報名網址：
三、如有未盡事宜，請逕洽國立清華大學楊又臻小姐(電話：03-5715131轉73072、
)。

--
▊
▊
▉
▊
▁
▁
▉▁
▁
--"
[問題] 可以接受申請開課的學校,missyou88077,12/22,https://www.ptt.cc/bbs/Education/M.1671684581.A.A68.html,"大家好，首次在這裡發問，若有違版規再請告知

想請問是否有大專院校是可以申請開學分班指定課程的呢？

如果有知道資訊的版友也懇請不吝分享訊息，謝謝

--"
[問題]  關於共同學區,aasus, 6/16,https://www.ptt.cc/bbs/Education/M.1655352940.A.031.html,"想請教大家關於台北市滿額國中入學資格的審查，如果是設籍在共同學區但想念兩個學校中
滿額的那一個，審查時還是按照入籍時間嗎？還是會優先分發在主要學區的學生然後才輪到
共同學區？


--"
[獎學金] 2023非清寒獎學金申請,annechu, 6/01,https://www.ptt.cc/bbs/Education/M.1685600404.A.9FD.html,"2023非清寒獎學金申請：國中、高中、大學、碩博班績優獎學金

林熊徵獎學金：15 萬，全台大二以上學生

據111學年度財團法人林熊徵學田基金會申請辦法
前一學年度上、下學期平均分數在85分以上即可申請
112年度消息待公告。

【申請時間】每年 9/1~9/30

【申請資格】國內公私立大學日間部二年級以上在校學生

【獎學金金額及名額】15萬元，共50名

【繳交文件】
  1 學校保薦書
  2.學年成績證明書
  3.在學證明或學生影本 (須蓋當年度註冊戳章)
  4.申請人個人身份證影本

【申請流程】
  掛號郵寄至「財團法人林熊徵學田基金會」

  104台北市南京東路二段6號12樓

  收件人註明「學田獎學金 收」

--
▊
▊
▉
▊
▁
▁
▉▁
▁
--"
[討論] 廢止科舉制度的背景、主因與影響,ttsung2,12/10,https://www.ptt.cc/bbs/Education/M.1575968793.A.FC0.html,"一、時代背景
科舉制度始於隋朝，止於清末。其清末的時代背景為內憂外患，西力東漸，清朝國力逐漸
衰退。在英法聯軍中國戰敗後，內部改革聲音不斷，於是有學習西洋武器與體制的念頭，
開始進行自強求富的自強運動。自強運動除了軍事上的改革，在教育上也開始嘗試新式教
育，如：創建新式學堂、留學教育、……等。但好景不長，在中日甲午戰爭中，中國戰敗
，同時也宣告自強運動的失敗，後續改革的力道也更強，甚至走上革命。

二、主因
後續的教育改革也包含廢止科舉，廢止科舉有兩大主因：第一，受到西力的衝擊，改革勢
在必行；第二，科舉八股制以其所學，早已不符合時勢所用。總而言之，清末的科舉制教
育已經無法適應當時代的社會變遷，尤其是教育的實務層面，所培育的人才已無法使國力
衰退的清朝富國強兵。

三、影響
科舉制度的廢止，加速了中國教育的西化改革，也讓中國迎向新的歷史篇章。西式教育帶
來科學與民主兩大潮流，科學加速中國邁入工業化國家，也為中國民生建立富國的基礎；
民主帶給中國思想上的解放，破除八股文的僵化。

---
請析論「科舉制度」廢止的時代背景、主要原因與其歷史影響。

以上是國立臺灣師範大學107學年度碩士班招生考試試題，考科為教育史與教育哲學，系
所為教育研究所。試題答案是我個人的見解，歡迎在底下留言或私訊我，跟我一起討論。

---
嗨！大家好～我是筆者宗宗，最近在準備教育所的考試，本身非教育背景者><，所以對教
育學的認知可能還很淺，不過我自己有不少想法想分享出來，甚至也想知道大家的想法，
畢竟我認為知識就是要被分享與討論出來的：）。

在宗宗大學裡，所開設的必修：宗宗學，是一門關於宗宗對於教育學的想法與整理。
▎宗宗學 Tsungology
Fb：
Blogger：
原文：
--"
[討論] 教育、反教育、非教育,ttsung2,12/07,https://www.ptt.cc/bbs/Education/M.1575698722.A.4FB.html,"何謂「教育」(education) ？何謂「非教育」(non-cducation) ？何謂「反教育」
(anti-education ) ？並請各舉一實例說明之。

一、教育規準
（一）杜威 (Dewey)
兩個規準：經驗的繼續性與互動性，能繼續發展與能自由交換互動的經驗，是有教育價值
的。

（二）皮特思 (Peters)
教育活動是多樣態的，沒有固定的模式或方法，但其方法必須依循以下三個教育內規：
1. 合價值性：
教育一種價值傳遞與創造的活動，教育內涵必須要有價值，即有助於個人潛能開發或知識
道德增進的內容，因此，任何教育活動都不與價值和道德相悖。教育目的主要以內在目的
為主，如：為人；外在目的為次，如：職業。

2. 合認知性：
所謂認知的活動，旨在求真，辨認事實。除了讓學生正確了解外，對其原理也要能融會貫
通，以及使學生發生內在的改變，具有博雅精神與增廣見聞。

3. 合自願性：
亦即自願的歷程，一方面考慮教材要合乎學生身心發展歷程，不能以強迫方式、填鴨式、
灌輸式的方法揠苗助長；另一方面更應輔導學生獨立思理性判斷及道德自律才能愉快有效
的學習。

二、教育
1. 教育 (education)：
符合教育規準的活動。如：守時是美德

2. 反教育 (anti-education )：
違背教育理念與教育精神的活動，往往在學習之後形成負面的影響，甚至阻礙發展。如：
政治人物可以說謊來騙取選票，所以你們長大也可以說謊騙票。

3. 非教育 (non-cducation)：
與教育無關的活動。如：今天天氣真糟糕，心情一點都不美麗。

---
以上是國立臺灣師範大學108學年度碩士班招生考試試題，考科為教育史與教育哲學，系
所為教育研究所。試題答案是我個人的見解，歡迎在底下留言或私訊我，跟我一起討論。

---
嗨！大家好～我是筆者宗宗，最近在準備教育所的考試，本身非教育背景者><，所以對教
育學的認知可能還很淺，不過我自己有不少想法想分享出來，甚至也想知道大家的想法，
畢竟我認為知識就是要被分享與討論出來的：）。

在宗宗大學裡，所開設的必修：宗宗學，是一門關於宗宗對於教育學的想法與整理。
▎宗宗學 Tsungology
Fb：
Blogger：
原文：
--"
[討論] 自主性的意涵與教育的啟示,ttsung2,12/08,https://www.ptt.cc/bbs/Education/M.1575800391.A.819.html,"一、自主性
自主性學習在教育上的意涵為，一種由內在動機所驅使的學習活動，是一種根據自身條件
來控制學習進度，並對學習的內容有所選擇權。因此，自主性學習除了給予個體自由的選
擇權外，還有個體必須對自身選擇有所負責，並且尊重個體的主體發展。

然而自主性的背後也預設了，人是有自由意志的，人可以自由的做出選擇，外在因素是無
法控制人的選擇，選擇的最終權還是會落在人手上，因此，人也必須為自身的選擇有所負
責。

同時也相信人性本善，人出自於自由意志的選擇與負責，是對其自身生存最好的回應。這
也肯定了人的理性，理性會將個體導向正面的生存發展，此時個體也要對自我有所認知，
因此，自主性學習的首要條件是要「認識你自己」。

二、當今社會
（一）師生互為主體
我認為是適用的，因為自主性學習正是當今台灣教育不足的地方。自主性學習在教學上的
啟示為，教師與學生應互為教學的主體，教師的定位應由主導者改為協助者，而學生的定
位應由被動接收者改為主動主導者。

所以師生關係的權力不對等，某種意義上也是阻礙自主性學習的可能，如果自主性學習的
前提是要先認識你自己，那麼在一種上對下的學習關係下，學生如何能了解自身的狀態？
在不了解自己的情況下，理性與自由意志如何可能？很有可能的是，學生就因此繼承老師
的意志，繼承社會給予他的期待。

（二）多元自由民主
至於自主性學習是否在台灣教育是有可能的？我認為有其可能，因為自主性的前提是認識
自我，而更大的前提是要有多元自由民主的學習環境。就台灣當今社會趨勢來說，有法律
保障人民的自由，有實質的民主政體與制度，有日趨開放多元的想法現身，因此，我在台
灣社會中看到這樣的可能，然而這樣的可能是否能實踐到教育環境中？

透過近年來教育政策的改革，像是最近的108課綱，不乏也是把自主性的概念當成教育的
目標，因此自主性學習的理念早已不是空談而已，而是現在正在實踐的教育政策。

（三）適應社會
同時面對當今社會快速的變遷下，以及資訊爆炸的時代中，學生要如何適應社會的變遷也
成為重要的問題？然而自主學習也提供了一個可能的解方，提供了一個適應變遷的方向。
如果當今教育仍然不以朝往尊重與啟發學生主體性的目標發展，那麼未來學生要適應社會
變遷的可能就越低，因此，培養自主性絕對是當今教育務實的重要目的。

---
在今日自由民主的氛圍中，價值必然多元，但有關教育目的之爭議也存有不同看法。有些
教育分析哲學學者認為，可以用「自主性」或「自律」(autonomy)之培養作為教育的目的
。試說明此一教育目的觀的內涵，並評論其是否適用於今日的社會？

以上是國立臺灣師範大學107學年度碩士班招生考試試題，考科為教育史與教育哲學，系
所為教育研究所。試題答案是我個人的見解，歡迎在底下留言或私訊我，跟我一起討論。

---
嗨！大家好～我是筆者宗宗，最近在準備教育所的考試，本身非教育背景者><，所以對教
育學的認知可能還很淺，不過我自己有不少想法想分享出來，甚至也想知道大家的想法，
畢竟我認為知識就是要被分享與討論出來的：）。

在宗宗大學裡，所開設的必修：宗宗學，是一門關於宗宗對於教育學的想法與整理。
▎宗宗學 Tsungology
Fb：
Blogger：
原文：
--"
[討論] 斯普朗格教育愛：關懷、洞察與熱情,ttsung2,12/11,https://www.ptt.cc/bbs/Education/M.1576061898.A.C21.html,"一、斯普朗格《人的類型》
斯普朗格認為人類精神生活有六種型態，各種類型的人所追求的文化價值也有差異，這六
種人格與價值類型分別為：

1. 理論型：真理 (truth)，哲學家、科學家
2. 社會型：愛 (love)，教育家、慈善家
3. 審美型：美感 (form and harmony)，藝術家
4. 宗教型：至善 (unity)，宗教家
5. 政治型：權力 (power)，政治家
6. 經濟型：利益 (utility)，企業家

二、斯普朗格
（一）文化繁衍說
斯普朗格是文化主義學派的代表，即為文化繁衍說，他認為教育是文化的傳承與創新。文
化是客觀的，而體驗是主觀，文化的傳承與創新，是建立在人能透過感官體驗生活，能透
過理性了解文化，並且因個體化差異，而創新出新的文化。

（二）教育愛
從斯普朗格的人格類型可得知，教育工作屬於社會型的精神生活，其側重的文化價值「愛
」是教育的基礎，因此，教育工作須以「教育愛」來完成，故師培課程的目標是培養教師
具有教育愛。

斯普朗格認為教育是一種精神的施予之愛，這種愛不是男女的情愛，也不是父母的關愛，
而是一種無私無條件的大愛。教育愛不為特定學生所愛，而是為全體學生所愛，它愛的不
是人，而是愛學生在學習中的潛能與成長，因此，教育愛是一種創造之愛，是孕育學生人
格與價值的愛。

（三）師培：關懷、洞察與熱情
在師資培育課程設計中，應培養教師具有教育愛的精神，具體來說教師必須具備關懷、洞
察與熱情，才有具備教育愛的可能。關懷能力是一種能理解他人身心靈狀態，並給予傾聽
與陪伴的愛；洞察能力是給予同理心的可能，也是理解生活文化脈絡的可能；而熱情是持
續教育的動力，也是給予愛的動力。因此，關懷、洞察與熱情是教育的基礎，也是師培課
程該具備的意涵。

至於關懷、洞察與熱情該如何培養？我認為這三項能力都與社會有密不可分的關係，因此
，讓教師直接走入社會人群中，讓教師看見社會仍然有很多問題，讓教師相信教育是可以
改變社會的。從直接地接觸人群，發掘社會問題，到教育與社會產生連結，這樣的過程，
或許可以更深刻地培養出關懷、洞察與教育熱情。

---
文化學派宗師斯普朗格(E. Spranger, 1882-1963 )在《人的類型》(Types of Men)將人
格的類型分為幾類？各類型的名稱與內涵為何？其對師資培育課程設計有何蘊義？請說明
之。

以上是國立臺灣師範大學107學年度碩士班招生考試試題，考科為教育史與教育哲學，系
所為教育研究所。試題答案是我個人的見解，歡迎在底下留言或私訊我，跟我一起討論。

---
嗨！大家好～我是筆者宗宗，最近在準備教育所的考試，本身非教育背景者><，所以對教
育學的認知可能還很淺，不過我自己有不少想法想分享出來，甚至也想知道大家的想法，
畢竟我認為知識就是要被分享與討論出來的：）。

在宗宗大學裡，所開設的必修：宗宗學，是一門關於宗宗對於教育學的想法與整理。
▎宗宗學 Tsungology
Fb：
Blogger：
原文：
--"
[討論] 教師 vs 學生中心取向教學,ttsung2,12/15,https://www.ptt.cc/bbs/Education/M.1576389638.A.44A.html,"請說明「學生中心(student-centered)」與「教師中心 (teacher-centered)」兩種教學
取向的差異。當代教育較提倡何種取向？如何反映在教學與課程設計上？

一、教師中心
教師中心取向教學是以教師為主體，教師是學生的指導者，教師較容易掌控教學進度，具
有方便、經濟與省時的優點，但由於教學設計鮮少針對學生個別差異來做考量，且學生只
能被動跟隨教師教學的進度走，故此教學活動偏向單向、呆板、單調。

教師中心取向教學在教學法上，適合採用講述教學法並搭配學科課程，兩者兼具有系統性
、邏輯性與整體性，可以將方便、經濟與省時發揮到最好的效果，且教學目標、方法、內
容與評鑑也很明確，故非常適合學生能力同質性高且大班級的教學。但缺點就是這是一個
單向度且較為單調的教學活動，故不易激起學生的學習動機。

二、學生中心
學生中生取向教學是以學生為主體，並順應學生的個別能力與興趣發展，而教師則是協助
學生學習的角色，故學生可以依自身學習狀態，去掌控自己的學習進度，但學生也必須為
自己的學習富更多的責任，而達到自主監控的責任。因此，此學習法是一種雙向度的活動
，且教學較為多元與活潑，此取向的教學法也是當代教育較為倡導的，例如：進步主義、
人本主義、後現代主義。

在教學法上較為多元，如：個別適性教學、問題導向式教學、小組教學、發現式教學、實
作取向教學…等，這類教學都強調以學生發展與興趣為主，而其教學目標、內容與評鑑也
會依不同的學生，而有所差異。在評鑑上也會採取同儕互評的方式，允許學生從教學目標
、方法、內容以及最後的評鑑都有所主導與參與，然而此教學法的過程就會顯得較無結構
性且不明確，可是對於倡導學生自主性學習是有很好的效果。

---
以上是國立中山大學107學年度碩士班招生考試試題，考科為教育學，系所為教育研究所
。試題答案是我個人的見解，歡迎在底下留言或私訊我，跟我一起討論。

---
嗨！大家好～我是筆者宗宗，最近在準備教育所的考試，本身非教育背景者><，所以對教
育學的認知可能還很淺，不過我自己有不少想法想分享出來，甚至也想知道大家的想法，
畢竟我認為知識就是要被分享與討論出來的：）。

在宗宗大學裡，所開設的必修：宗宗學，是一門關於宗宗對於教育學的想法與整理。
▎宗宗學 Tsungology
Fb：
Blogger：
原文：
--"
[討論] 正向心理學：善惡的和解,ttsung2,12/13,https://www.ptt.cc/bbs/Education/M.1576241413.A.9E0.html,"一、正向心理學
正向心理學的研究可以概略被分為三類：享受生命、參與生命、意義化生命，而其特色有
正面思惟、科學化研究、抗逆境能力、強調內在動機、…等。

二、正向思考
正向思考有助於人們肯定與接納自己的生命，為自己的人生賦予更多的意義，因為正向思
考是具有正面積極、多元創造、肯定包容以及對抗逆進的內在動機。正向思考其具體的6
項美德包含：智慧、勇氣、人性、正義、節制與超越，而這也是人本主義教育的精神。

（一）與「惡」和解
正向思考背後預設著，每個人都有善的本質，善是與生俱來的生物特性，而透過正向思考
即可誘發這種潛能。因此，正向思考對於教育的啟發是，尊重與相信個體的善，並透過教
育誘導出善。也就是說，面對每個獨特的個體，我們不應該把不一樣都視為惡，我們應該
要肯定這種不一樣，從「惡」中找到善的本質，我們都應該要與「惡」和解。

所以正向思考不是要我們盡全力壓抑惡，來彰顯善的價值，因為這樣的手法即會落入傳統
二元對立的觀點，這樣的善必須要建立在惡的本質上。在傳統心理學研究中，都傾向去研
究何謂惡的問題，也就是怎樣的心理狀態是病態且不正的？在醫學上更是如此，這種思維
模態即為非惡即善，也就是你的善不是因為你本性善良，而只是因為你現在還沒發病而已
。

在教育現場也是如此，我們都會很在意不端正的行為與態度，並像是醫生一樣，診斷後就
立即投藥去壓制病情。但這還不是最可怕的，最可怕的即是非惡即善的觀念，天真的以為
沒有不端正就是好學生，所以我們應該要去認知什麼是好與善？

（二）善惡和解
但這樣的認知依舊是不夠的，因為去討論什麼是好與善，在本質上與去討論什麼是壞與惡
是一樣，因為兩者共享同一個基礎就是善惡對立。因此，我們應該從所謂的「惡」中，找
出善的一面，同時也要從所謂的「善」中，找出惡的一面，這樣才可能找到與認知真正的
善，這樣的思考模態才能落實所謂的正向思考。

因此，正向思考從來都不只是一碗碗的心靈雞湯而已，也不是站在道德的制高點，說著滿
口仁義禮智而已，而是一種朝往善惡和解的反省過程，這才是正向心理學真正的價值。回
到教育，如果正向思考告訴我們要與善惡和解，那麼最大的實用性就是提醒教師，先放下
自己對善惡的成見，從學生生命中直觀善惡，進而教導學生重構屬於自己的善與惡，而不
是直接告訴它什麼是善？什麼是惡？

（三）例子
其實善惡和解的例子非常多且生活化，但這裡的惡不一定是指罪大惡極的惡，而有可能是
一種不好的、不順利、不一樣、不愉快…等情境。以性別教育來說，尤其是情慾教育，不
少教師都會選擇避而不談，一方面覺得學生還太小，不適合談情慾，怕教壞學生；另一方
面覺得性慾是帶有罪惡的，應該避免學生接觸這方面的資訊，甚至嚴格禁止情感上有超越
友誼的關係。所以我們可以很清楚在這樣的想法中發現，背後預設著情慾是不好的，甚至
要嚴格壓抑學生這種惡，但這樣的想法卻忽略情慾本身就是身而為人的一部分，如果面對
的是青少年，更是忽略他們生理的發展。

因此，在這樣的情境脈絡中，如果教師能以正向思考的模態去看待學生情慾的發展與好奇
，去正面直視學生現實的生活脈絡，先放下以往對情慾的成見，一同帶領學生面對這個被
我們視為人類原罪的大惡甚至禁忌，去順應學生的發展，去教導學生該如何去正確處理情
慾以及情感關係，這樣的一種先與惡和解，再使善惡和解，帶領學生朝往更正向的發展，
即為教育上的應用。

我們還可以想想更多生活的例子，例如：讀書才有用，興趣不能當飯吃，背後就預設讀書
是好的，興趣是不好的，所以我們不能鼓勵學生去發展興趣，但事實是興趣都是不好的嗎
？以及面對各種困難時，我們真的無能為力嗎？如：人際、學業、工作……等，事實上，
在各種困難中，依舊能找到改變的可能，甚至最後真的不如所願，過程中或許會有其他意
想不到的收穫。

（四）小結
透過這樣的梳理，我們可以發現，與惡和解其實就是先放下既有的成見，善惡和解其實就
是從以為都是不好的事物中，找中找到好的一面。也就是說善惡和解的意涵不是指沒有是
非對錯，而是從惡中，在將善惡釐清得更完整的過程。還有順應學生的發展，不是指放縱
學生的行為，因為這種行為跟壓抑行為是同等的逃避問題，而是去正視現實的情境脈絡，
去做更好的回應。

綜合以上說法，我們可以知道正向思考，絕對不是像心靈雞湯一樣，躲進虛幻美好的粉紅
泡泡中；也不是像正義魔人一樣，滿口道德正義；更不是一種時尚的信仰，認為正向就是
潮。它的正向是因為看到惡中本有善的可能，它是具有科學理性的事實，它是追求至善的
過程，所以才值得我們以正向的態度去面對與理解惡。

三、幸福感
幸福感是一種正向思考過程的快感，而正向思考是與善惡和解的過程，故幸福感是來自與
善惡和解的一種融洽氛圍。所以幸福感可能不是愉快的，也可能不是痛苦的，而是一種自
己生命被原諒與接受的美好，因為當善惡能夠被消解時，多元的美好才會顯現，也就是每
個生命才有可能同時綻放與被欣賞。

所以這也告訴我們，幸福可能不只是滿足生理需求或是心理需求而已，而是一種自我實踐
的過程，即為一種幸福。回到教育，如果教育是為了使人追求幸福，那麼教育的目的就是
成全每個生命能夠被好好的欣賞。

故教育不該只是學習知識，而是要以追求更好的幸福人生為目的，也就是教導學生自我實
踐，更具體的做法就是教師尊重與相信每個學生的自主性，而學生肯認自己生命的特性，
也就是肯定他人與自我。

---
請以正向心理學的理論為依據，說明正向思考與幸福感對於教育的啟發性和實用性為何？


以上是國立中山大學108學年度碩士班招生考試試題，考科為教育學，系所為教育研究所
。試題答案是我個人的見解，歡迎在底下留言或私訊我，跟我一起討論。

---
嗨！大家好～我是筆者宗宗，最近在準備教育所的考試，本身非教育背景者><，所以對教
育學的認知可能還很淺，不過我自己有不少想法想分享出來，甚至也想知道大家的想法，
畢竟我認為知識就是要被分享與討論出來的：）。

在宗宗大學裡，所開設的必修：宗宗學，是一門關於宗宗對於教育學的想法與整理。
▎宗宗學 Tsungology
Fb：
Blogger：
原文：
--"
